Date,Product,Plant,Qty,Reorder,InTransit
2028-01-31,Pump Seal Kit,Riverside Plant,462,150,163
2028-01-31,Pump Seal Kit,Rheinland Plant,298,75,12
2028-01-31,Turbine Bearing Set,Riverside Plant,358,100,152
2028-01-31,Turbine Bearing Set,Rheinland Plant,491,100,197
2028-01-31,Pump Impeller,Riverside Plant,153,75,180
2028-01-31,Pump Impeller,Rheinland Plant,4,50,57
2028-01-31,Turbine Blade Set,Riverside Plant,276,150,155
2028-01-31,Turbine Blade Set,Rheinland Plant,511,100,74
2028-02-07,AquaFlow 100 Centrifugal Pump,Riverside Plant,284,75,45
2028-02-07,AquaFlow 100 Centrifugal Pump,Rheinland Plant,258,75,144
2028-02-07,AquaFlow 200 Centrifugal Pump,Riverside Plant,420,75,122
2028-02-07,AquaFlow 200 Centrifugal Pump,Rheinland Plant,5,50,21
2028-02-07,AquaFlow 350 Submersible Pump,Riverside Plant,269,75,82
2028-02-07,AquaFlow 350 Submersible Pump,Rheinland Plant,93,75,189
2028-02-07,AquaFlow 500 Booster Pump,Riverside Plant,216,150,166
2028-02-07,AquaFlow 500 Booster Pump,Rheinland Plant,502,75,68
2028-02-07,HelioGen 1000 Gas Turbine,Riverside Plant,300,100,162
2028-02-07,HelioGen 1000 Gas Turbine,Rheinland Plant,328,50,139
2028-02-07,HelioGen 2000 Gas Turbine,Riverside Plant,416,50,124
2028-02-07,HelioGen 2000 Gas Turbine,Rheinland Plant,507,50,3
2028-02-07,HelioGen 3000 Steam Turbine,Riverside Plant,434,75,198
2028-02-07,HelioGen 3000 Steam Turbine,Rheinland Plant,565,75,15
2028-02-07,FlowGuard 10 Control Valve,Riverside Plant,450,150,119
2028-02-07,FlowGuard 10 Control Valve,Rheinland Plant,517,75,119
2028-02-07,FlowGuard 25 Control Valve,Riverside Plant,372,75,124
2028-02-07,FlowGuard 25 Control Valve,Rheinland Plant,77,150,62
2028-02-07,FlowGuard 50 Safety Valve,Riverside Plant,68,75,195
2028-02-07,FlowGuard 50 Safety Valve,Rheinland Plant,384,150,96
2028-02-07,TorqueMax 15 Induction Motor,Riverside Plant,87,50,54
2028-02-07,TorqueMax 15 Induction Motor,Rheinland Plant,442,150,98
2028-02-07,TorqueMax 30 Induction Motor,Riverside Plant,305,75,145
2028-02-07,TorqueMax 30 Induction Motor,Rheinland Plant,406,50,122
2028-02-07,TorqueMax 60 Servo Motor,Riverside Plant,189,50,53
2028-02-07,TorqueMax 60 Servo Motor,Rheinland Plant,592,75,69
2028-02-07,SenseLine Temperature Sensor,Riverside Plant,318,100,167
2028-02-07,SenseLine Temperature Sensor,Rheinland Plant,36,75,4
2028-02-07,SenseLine Pressure Sensor,Riverside Plant,272,100,25
2028-02-07,SenseLine Pressure Sensor,Rheinland Plant,398,150,167
2028-02-07,SenseLine Vibration Sensor,Riverside Plant,338,50,76
2028-02-07,SenseLine Vibration Sensor,Rheinland Plant,356,150,162
2028-02-07,Pump Seal Kit,Riverside Plant,225,100,194
2028-02-07,Pump Seal Kit,Rheinland Plant,422,50,38
2028-02-07,Turbine Bearing Set,Riverside Plant,414,50,114
2028-02-07,Turbine Bearing Set,Rheinland Plant,389,75,9
2028-02-07,Pump Impeller,Riverside Plant,531,50,80
2028-02-07,Pump Impeller,Rheinland Plant,238,150,52
2028-02-07,Turbine Blade Set,Riverside Plant,232,150,123
2028-02-07,Turbine Blade Set,Rheinland Plant,445,100,32
2028-02-14,AquaFlow 100 Centrifugal Pump,Riverside Plant,270,100,111
2028-02-14,AquaFlow 100 Centrifugal Pump,Rheinland Plant,396,75,187
2028-02-14,AquaFlow 200 Centrifugal Pump,Riverside Plant,32,150,160
2028-02-14,AquaFlow 200 Centrifugal Pump,Rheinland Plant,354,150,95
2028-02-14,AquaFlow 350 Submersible Pump,Riverside Plant,573,150,73
2028-02-14,AquaFlow 350 Submersible Pump,Rheinland Plant,384,75,11
2028-02-14,AquaFlow 500 Booster Pump,Riverside Plant,466,150,4
2028-02-14,AquaFlow 500 Booster Pump,Rheinland Plant,81,150,167
2028-02-14,HelioGen 1000 Gas Turbine,Riverside Plant,354,75,56
2028-02-14,HelioGen 1000 Gas Turbine,Rheinland Plant,16,50,51
2028-02-14,HelioGen 2000 Gas Turbine,Riverside Plant,599,75,81
2028-02-14,HelioGen 2000 Gas Turbine,Rheinland Plant,397,75,140
2028-02-14,HelioGen 3000 Steam Turbine,Riverside Plant,93,100,40
2028-02-14,HelioGen 3000 Steam Turbine,Rheinland Plant,537,75,165
2028-02-14,FlowGuard 10 Control Valve,Riverside Plant,459,150,61
2028-02-14,FlowGuard 10 Control Valve,Rheinland Plant,432,150,188
2028-02-14,FlowGuard 25 Control Valve,Riverside Plant,8,50,156
2028-02-14,FlowGuard 25 Control Valve,Rheinland Plant,573,50,114
2028-02-14,FlowGuard 50 Safety Valve,Riverside Plant,166,100,8
2028-02-14,FlowGuard 50 Safety Valve,Rheinland Plant,433,75,192
2028-02-14,TorqueMax 15 Induction Motor,Riverside Plant,45,150,176
2028-02-14,TorqueMax 15 Induction Motor,Rheinland Plant,229,100,62
2028-02-14,TorqueMax 30 Induction Motor,Riverside Plant,210,75,182
2028-02-14,TorqueMax 30 Induction Motor,Rheinland Plant,452,50,27
2028-02-14,TorqueMax 60 Servo Motor,Riverside Plant,103,50,163
2028-02-14,TorqueMax 60 Servo Motor,Rheinland Plant,84,150,51
2028-02-14,SenseLine Temperature Sensor,Riverside Plant,548,100,45
2028-02-14,SenseLine Temperature Sensor,Rheinland Plant,326,50,166
2028-02-14,SenseLine Pressure Sensor,Riverside Plant,122,100,101
2028-02-14,SenseLine Pressure Sensor,Rheinland Plant,27,50,93
2028-02-14,SenseLine Vibration Sensor,Riverside Plant,120,50,106
2028-02-14,SenseLine Vibration Sensor,Rheinland Plant,528,100,178
2028-02-14,Pump Seal Kit,Riverside Plant,4,75,63
2028-02-14,Pump Seal Kit,Rheinland Plant,128,75,30
2028-02-14,Turbine Bearing Set,Riverside Plant,324,150,3
2028-02-14,Turbine Bearing Set,Rheinland Plant,339,150,177
2028-02-14,Pump Impeller,Riverside Plant,33,100,93
2028-02-14,Pump Impeller,Rheinland Plant,393,75,78
2028-02-14,Turbine Blade Set,Riverside Plant,145,150,178
2028-02-14,Turbine Blade Set,Rheinland Plant,116,150,83
2028-02-21,AquaFlow 100 Centrifugal Pump,Riverside Plant,50,75,169
2028-02-21,AquaFlow 100 Centrifugal Pump,Rheinland Plant,17,50,167
2028-02-21,AquaFlow 200 Centrifugal Pump,Riverside Plant,224,100,109
2028-02-21,AquaFlow 200 Centrifugal Pump,Rheinland Plant,324,50,11
2028-02-21,AquaFlow 350 Submersible Pump,Riverside Plant,365,75,2
2028-02-21,AquaFlow 350 Submersible Pump,Rheinland Plant,77,50,93
2028-02-21,AquaFlow 500 Booster Pump,Riverside Plant,514,50,57
2028-02-21,AquaFlow 500 Booster Pump,Rheinland Plant,44,100,21
2028-02-21,HelioGen 1000 Gas Turbine,Riverside Plant,274,75,143
2028-02-21,HelioGen 1000 Gas Turbine,Rheinland Plant,429,50,37
2028-02-21,HelioGen 2000 Gas Turbine,Riverside Plant,197,50,115
2028-02-21,HelioGen 2000 Gas Turbine,Rheinland Plant,223,75,41
2028-02-21,HelioGen 3000 Steam Turbine,Riverside Plant,181,150,174
2028-02-21,HelioGen 3000 Steam Turbine,Rheinland Plant,417,100,31
2028-02-21,FlowGuard 10 Control Valve,Riverside Plant,35,50,21
2028-02-21,FlowGuard 10 Control Valve,Rheinland Plant,515,75,167
2028-02-21,FlowGuard 25 Control Valve,Riverside Plant,49,150,61
2028-02-21,FlowGuard 25 Control Valve,Rheinland Plant,317,50,4
2028-02-21,FlowGuard 50 Safety Valve,Riverside Plant,63,75,28
2028-02-21,FlowGuard 50 Safety Valve,Rheinland Plant,87,50,148
2028-02-21,TorqueMax 15 Induction Motor,Riverside Plant,589,150,82
2028-02-21,TorqueMax 15 Induction Motor,Rheinland Plant,481,50,42
2028-02-21,TorqueMax 30 Induction Motor,Riverside Plant,492,100,9
2028-02-21,TorqueMax 30 Induction Motor,Rheinland Plant,543,150,41
2028-02-21,TorqueMax 60 Servo Motor,Riverside Plant,596,150,186
2028-02-21,TorqueMax 60 Servo Motor,Rheinland Plant,573,50,49
2028-02-21,SenseLine Temperature Sensor,Riverside Plant,3,100,179
2028-02-21,SenseLine Temperature Sensor,Rheinland Plant,76,100,135
2028-02-21,SenseLine Pressure Sensor,Riverside Plant,462,50,172
2028-02-21,SenseLine Pressure Sensor,Rheinland Plant,198,50,58
2028-02-21,SenseLine Vibration Sensor,Riverside Plant,45,150,78
2028-02-21,SenseLine Vibration Sensor,Rheinland Plant,370,150,179
2028-02-21,Pump Seal Kit,Riverside Plant,322,50,166
2028-02-21,Pump Seal Kit,Rheinland Plant,204,75,44
2028-02-21,Turbine Bearing Set,Riverside Plant,156,50,80
2028-02-21,Turbine Bearing Set,Rheinland Plant,31,150,35
2028-02-21,Pump Impeller,Riverside Plant,313,50,92
2028-02-21,Pump Impeller,Rheinland Plant,167,100,122
2028-02-21,Turbine Blade Set,Riverside Plant,456,100,130
2028-02-21,Turbine Blade Set,Rheinland Plant,213,75,9
2028-02-28,AquaFlow 100 Centrifugal Pump,Riverside Plant,304,75,14
2028-02-28,AquaFlow 100 Centrifugal Pump,Rheinland Plant,6,75,196
2028-02-28,AquaFlow 200 Centrifugal Pump,Riverside Plant,428,100,45
2028-02-28,AquaFlow 200 Centrifugal Pump,Rheinland Plant,32,150,186
2028-02-28,AquaFlow 350 Submersible Pump,Riverside Plant,220,75,111
2028-02-28,AquaFlow 350 Submersible Pump,Rheinland Plant,17,100,121
2028-02-28,AquaFlow 500 Booster Pump,Riverside Plant,448,75,100
2028-02-28,AquaFlow 500 Booster Pump,Rheinland Plant,438,150,112
2028-02-28,HelioGen 1000 Gas Turbine,Riverside Plant,327,100,140
2028-02-28,HelioGen 1000 Gas Turbine,Rheinland Plant,550,100,24
2028-02-28,HelioGen 2000 Gas Turbine,Riverside Plant,331,50,151
2028-02-28,HelioGen 2000 Gas Turbine,Rheinland Plant,238,50,79
2028-02-28,HelioGen 3000 Steam Turbine,Riverside Plant,311,75,162
2028-02-28,HelioGen 3000 Steam Turbine,Rheinland Plant,97,50,171
2028-02-28,FlowGuard 10 Control Valve,Riverside Plant,516,75,195
2028-02-28,FlowGuard 10 Control Valve,Rheinland Plant,240,150,132
2028-02-28,FlowGuard 25 Control Valve,Riverside Plant,406,100,58
2028-02-28,FlowGuard 25 Control Valve,Rheinland Plant,125,50,183
2028-02-28,FlowGuard 50 Safety Valve,Riverside Plant,205,150,31
2028-02-28,FlowGuard 50 Safety Valve,Rheinland Plant,528,50,95
2028-02-28,TorqueMax 15 Induction Motor,Riverside Plant,46,100,148
2028-02-28,TorqueMax 15 Induction Motor,Rheinland Plant,320,150,82
2028-02-28,TorqueMax 30 Induction Motor,Riverside Plant,215,50,118
2028-02-28,TorqueMax 30 Induction Motor,Rheinland Plant,355,75,183
2028-02-28,TorqueMax 60 Servo Motor,Riverside Plant,75,100,153
2028-02-28,TorqueMax 60 Servo Motor,Rheinland Plant,66,50,79
2028-02-28,SenseLine Temperature Sensor,Riverside Plant,508,150,5
2028-02-28,SenseLine Temperature Sensor,Rheinland Plant,372,100,80
2028-02-28,SenseLine Pressure Sensor,Riverside Plant,434,100,153
2028-02-28,SenseLine Pressure Sensor,Rheinland Plant,521,50,117
2028-02-28,SenseLine Vibration Sensor,Riverside Plant,41,50,32
2028-02-28,SenseLine Vibration Sensor,Rheinland Plant,267,100,161
2028-02-28,Pump Seal Kit,Riverside Plant,28,50,58
2028-02-28,Pump Seal Kit,Rheinland Plant,91,50,63
2028-02-28,Turbine Bearing Set,Riverside Plant,95,75,3
2028-02-28,Turbine Bearing Set,Rheinland Plant,320,75,169
2028-02-28,Pump Impeller,Riverside Plant,23,150,139
2028-02-28,Pump Impeller,Rheinland Plant,585,150,40
2028-02-28,Turbine Blade Set,Riverside Plant,163,75,58
2028-02-28,Turbine Blade Set,Rheinland Plant,352,100,57
2028-03-06,AquaFlow 100 Centrifugal Pump,Riverside Plant,375,75,33
2028-03-06,AquaFlow 100 Centrifugal Pump,Rheinland Plant,291,75,85
2028-03-06,AquaFlow 200 Centrifugal Pump,Riverside Plant,139,100,61
2028-03-06,AquaFlow 200 Centrifugal Pump,Rheinland Plant,175,100,146
2028-03-06,AquaFlow 350 Submersible Pump,Riverside Plant,11,50,144
2028-03-06,AquaFlow 350 Submersible Pump,Rheinland Plant,535,75,22
2028-03-06,AquaFlow 500 Booster Pump,Riverside Plant,581,150,80
2028-03-06,AquaFlow 500 Booster Pump,Rheinland Plant,428,100,96
2028-03-06,HelioGen 1000 Gas Turbine,Riverside Plant,14,50,41
2028-03-06,HelioGen 1000 Gas Turbine,Rheinland Plant,275,100,32
2028-03-06,HelioGen 2000 Gas Turbine,Riverside Plant,224,100,88
2028-03-06,HelioGen 2000 Gas Turbine,Rheinland Plant,149,150,142
2028-03-06,HelioGen 3000 Steam Turbine,Riverside Plant,459,100,138
2028-03-06,HelioGen 3000 Steam Turbine,Rheinland Plant,240,100,9
2028-03-06,FlowGuard 10 Control Valve,Riverside Plant,518,75,146
2028-03-06,FlowGuard 10 Control Valve,Rheinland Plant,59,100,131
2028-03-06,FlowGuard 25 Control Valve,Riverside Plant,198,75,185
2028-03-06,FlowGuard 25 Control Valve,Rheinland Plant,44,50,15
2028-03-06,FlowGuard 50 Safety Valve,Riverside Plant,306,100,171
2028-03-06,FlowGuard 50 Safety Valve,Rheinland Plant,42,100,166
2028-03-06,TorqueMax 15 Induction Motor,Riverside Plant,584,100,76
2028-03-06,TorqueMax 15 Induction Motor,Rheinland Plant,121,100,142
2028-03-06,TorqueMax 30 Induction Motor,Riverside Plant,288,150,164
2028-03-06,TorqueMax 30 Induction Motor,Rheinland Plant,57,150,156
2028-03-06,TorqueMax 60 Servo Motor,Riverside Plant,237,50,178
2028-03-06,TorqueMax 60 Servo Motor,Rheinland Plant,231,75,184
2028-03-06,SenseLine Temperature Sensor,Riverside Plant,362,75,12
2028-03-06,SenseLine Temperature Sensor,Rheinland Plant,433,150,9
2028-03-06,SenseLine Pressure Sensor,Riverside Plant,220,150,182
2028-03-06,SenseLine Pressure Sensor,Rheinland Plant,490,100,7
2028-03-06,SenseLine Vibration Sensor,Riverside Plant,173,100,9
2028-03-06,SenseLine Vibration Sensor,Rheinland Plant,175,75,62
2028-03-06,Pump Seal Kit,Riverside Plant,158,100,11
2028-03-06,Pump Seal Kit,Rheinland Plant,189,100,97
2028-03-06,Turbine Bearing Set,Riverside Plant,114,50,13
2028-03-06,Turbine Bearing Set,Rheinland Plant,99,50,195
2028-03-06,Pump Impeller,Riverside Plant,426,150,57
2028-03-06,Pump Impeller,Rheinland Plant,47,50,107
2028-03-06,Turbine Blade Set,Riverside Plant,429,50,30
2028-03-06,Turbine Blade Set,Rheinland Plant,381,50,113
2028-03-13,AquaFlow 100 Centrifugal Pump,Riverside Plant,147,50,137
2028-03-13,AquaFlow 100 Centrifugal Pump,Rheinland Plant,275,75,193
2028-03-13,AquaFlow 200 Centrifugal Pump,Riverside Plant,438,150,65
2028-03-13,AquaFlow 200 Centrifugal Pump,Rheinland Plant,161,150,43
2028-03-13,AquaFlow 350 Submersible Pump,Riverside Plant,193,75,33
2028-03-13,AquaFlow 350 Submersible Pump,Rheinland Plant,372,75,186
2028-03-13,AquaFlow 500 Booster Pump,Riverside Plant,438,50,196
2028-03-13,AquaFlow 500 Booster Pump,Rheinland Plant,443,50,120
2028-03-13,HelioGen 1000 Gas Turbine,Riverside Plant,100,50,146
2028-03-13,HelioGen 1000 Gas Turbine,Rheinland Plant,455,50,146
2028-03-13,HelioGen 2000 Gas Turbine,Riverside Plant,139,75,184
2028-03-13,HelioGen 2000 Gas Turbine,Rheinland Plant,203,100,63
2028-03-13,HelioGen 3000 Steam Turbine,Riverside Plant,230,100,22
2028-03-13,HelioGen 3000 Steam Turbine,Rheinland Plant,486,75,193
2028-03-13,FlowGuard 10 Control Valve,Riverside Plant,592,100,111
2028-03-13,FlowGuard 10 Control Valve,Rheinland Plant,284,50,2
2028-03-13,FlowGuard 25 Control Valve,Riverside Plant,432,50,36
2028-03-13,FlowGuard 25 Control Valve,Rheinland Plant,150,150,46
2028-03-13,FlowGuard 50 Safety Valve,Riverside Plant,455,100,20
2028-03-13,FlowGuard 50 Safety Valve,Rheinland Plant,533,75,167
2028-03-13,TorqueMax 15 Induction Motor,Riverside Plant,345,150,80
2028-03-13,TorqueMax 15 Induction Motor,Rheinland Plant,563,75,59
2028-03-13,TorqueMax 30 Induction Motor,Riverside Plant,226,50,49
2028-03-13,TorqueMax 30 Induction Motor,Rheinland Plant,468,100,152
2028-03-13,TorqueMax 60 Servo Motor,Riverside Plant,101,150,69
2028-03-13,TorqueMax 60 Servo Motor,Rheinland Plant,446,100,182
2028-03-13,SenseLine Temperature Sensor,Riverside Plant,230,100,115
2028-03-13,SenseLine Temperature Sensor,Rheinland Plant,166,150,115
2028-03-13,SenseLine Pressure Sensor,Riverside Plant,107,50,189
2028-03-13,SenseLine Pressure Sensor,Rheinland Plant,182,100,136
2028-03-13,SenseLine Vibration Sensor,Riverside Plant,579,100,26
2028-03-13,SenseLine Vibration Sensor,Rheinland Plant,117,150,111
2028-03-13,Pump Seal Kit,Riverside Plant,51,100,133
2028-03-13,Pump Seal Kit,Rheinland Plant,137,100,49
2028-03-13,Turbine Bearing Set,Riverside Plant,589,50,189
2028-03-13,Turbine Bearing Set,Rheinland Plant,591,75,134
2028-03-13,Pump Impeller,Riverside Plant,423,150,120
2028-03-13,Pump Impeller,Rheinland Plant,125,50,87
2028-03-13,Turbine Blade Set,Riverside Plant,582,50,20
2028-03-13,Turbine Blade Set,Rheinland Plant,26,100,195
2028-03-20,AquaFlow 100 Centrifugal Pump,Riverside Plant,312,75,27
2028-03-20,AquaFlow 100 Centrifugal Pump,Rheinland Plant,305,150,191
2028-03-20,AquaFlow 200 Centrifugal Pump,Riverside Plant,40,150,13
2028-03-20,AquaFlow 200 Centrifugal Pump,Rheinland Plant,232,100,102
2028-03-20,AquaFlow 350 Submersible Pump,Riverside Plant,153,75,194
2028-03-20,AquaFlow 350 Submersible Pump,Rheinland Plant,471,100,17
2028-03-20,AquaFlow 500 Booster Pump,Riverside Plant,460,75,115
2028-03-20,AquaFlow 500 Booster Pump,Rheinland Plant,0,50,189
2028-03-20,HelioGen 1000 Gas Turbine,Riverside Plant,504,100,73
2028-03-20,HelioGen 1000 Gas Turbine,Rheinland Plant,122,100,68
2028-03-20,HelioGen 2000 Gas Turbine,Riverside Plant,219,100,126
2028-03-20,HelioGen 2000 Gas Turbine,Rheinland Plant,144,150,158
2028-03-20,HelioGen 3000 Steam Turbine,Riverside Plant,440,150,164
2028-03-20,HelioGen 3000 Steam Turbine,Rheinland Plant,514,100,41
2028-03-20,FlowGuard 10 Control Valve,Riverside Plant,540,50,169
2028-03-20,FlowGuard 10 Control Valve,Rheinland Plant,1,75,53
2028-03-20,FlowGuard 25 Control Valve,Riverside Plant,92,75,81
2028-03-20,FlowGuard 25 Control Valve,Rheinland Plant,121,50,168
2028-03-20,FlowGuard 50 Safety Valve,Riverside Plant,477,100,84
2028-03-20,FlowGuard 50 Safety Valve,Rheinland Plant,70,75,45
2028-03-20,TorqueMax 15 Induction Motor,Riverside Plant,183,100,75
2028-03-20,TorqueMax 15 Induction Motor,Rheinland Plant,557,75,142
2028-03-20,TorqueMax 30 Induction Motor,Riverside Plant,84,100,163
2028-03-20,TorqueMax 30 Induction Motor,Rheinland Plant,388,75,136
2028-03-20,TorqueMax 60 Servo Motor,Riverside Plant,85,75,15
2028-03-20,TorqueMax 60 Servo Motor,Rheinland Plant,412,100,104
2028-03-20,SenseLine Temperature Sensor,Riverside Plant,232,150,152
2028-03-20,SenseLine Temperature Sensor,Rheinland Plant,284,50,59
2028-03-20,SenseLine Pressure Sensor,Riverside Plant,528,50,14
2028-03-20,SenseLine Pressure Sensor,Rheinland Plant,313,150,120
2028-03-20,SenseLine Vibration Sensor,Riverside Plant,374,100,135
2028-03-20,SenseLine Vibration Sensor,Rheinland Plant,450,100,84
2028-03-20,Pump Seal Kit,Riverside Plant,552,150,181
2028-03-20,Pump Seal Kit,Rheinland Plant,86,50,31
2028-03-20,Turbine Bearing Set,Riverside Plant,152,100,74
2028-03-20,Turbine Bearing Set,Rheinland Plant,185,100,0
2028-03-20,Pump Impeller,Riverside Plant,220,100,124
2028-03-20,Pump Impeller,Rheinland Plant,37,50,7
2028-03-20,Turbine Blade Set,Riverside Plant,338,50,47
2028-03-20,Turbine Blade Set,Rheinland Plant,70,50,69
2028-03-27,AquaFlow 100 Centrifugal Pump,Riverside Plant,40,100,172
2028-03-27,AquaFlow 100 Centrifugal Pump,Rheinland Plant,357,150,43
2028-03-27,AquaFlow 200 Centrifugal Pump,Riverside Plant,161,50,170
2028-03-27,AquaFlow 200 Centrifugal Pump,Rheinland Plant,321,150,113
2028-03-27,AquaFlow 350 Submersible Pump,Riverside Plant,40,100,105
2028-03-27,AquaFlow 350 Submersible Pump,Rheinland Plant,373,150,160
2028-03-27,AquaFlow 500 Booster Pump,Riverside Plant,326,100,186
2028-03-27,AquaFlow 500 Booster Pump,Rheinland Plant,185,150,75
2028-03-27,HelioGen 1000 Gas Turbine,Riverside Plant,23,150,184
2028-03-27,HelioGen 1000 Gas Turbine,Rheinland Plant,415,150,134
2028-03-27,HelioGen 2000 Gas Turbine,Riverside Plant,187,150,175
2028-03-27,HelioGen 2000 Gas Turbine,Rheinland Plant,461,150,22
2028-03-27,HelioGen 3000 Steam Turbine,Riverside Plant,555,150,21
2028-03-27,HelioGen 3000 Steam Turbine,Rheinland Plant,109,100,33
2028-03-27,FlowGuard 10 Control Valve,Riverside Plant,153,100,9
2028-03-27,FlowGuard 10 Control Valve,Rheinland Plant,177,100,17
2028-03-27,FlowGuard 25 Control Valve,Riverside Plant,541,150,144
2028-03-27,FlowGuard 25 Control Valve,Rheinland Plant,583,50,181
2028-03-27,FlowGuard 50 Safety Valve,Riverside Plant,523,75,104
2028-03-27,FlowGuard 50 Safety Valve,Rheinland Plant,125,150,72
2028-03-27,TorqueMax 15 Induction Motor,Riverside Plant,403,100,180
2028-03-27,TorqueMax 15 Induction Motor,Rheinland Plant,261,150,137
2028-03-27,TorqueMax 30 Induction Motor,Riverside Plant,434,75,47
2028-03-27,TorqueMax 30 Induction Motor,Rheinland Plant,212,50,89
2028-03-27,TorqueMax 60 Servo Motor,Riverside Plant,427,100,165
2028-03-27,TorqueMax 60 Servo Motor,Rheinland Plant,570,75,197
2028-03-27,SenseLine Temperature Sensor,Riverside Plant,13,150,89
2028-03-27,SenseLine Temperature Sensor,Rheinland Plant,91,50,6
2028-03-27,SenseLine Pressure Sensor,Riverside Plant,524,50,80
2028-03-27,SenseLine Pressure Sensor,Rheinland Plant,255,150,16
2028-03-27,SenseLine Vibration Sensor,Riverside Plant,114,50,53
2028-03-27,SenseLine Vibration Sensor,Rheinland Plant,329,50,19
2028-03-27,Pump Seal Kit,Riverside Plant,555,150,113
2028-03-27,Pump Seal Kit,Rheinland Plant,103,150,136
2028-03-27,Turbine Bearing Set,Riverside Plant,12,75,59
2028-03-27,Turbine Bearing Set,Rheinland Plant,324,50,159
2028-03-27,Pump Impeller,Riverside Plant,347,100,32
2028-03-27,Pump Impeller,Rheinland Plant,200,100,164
2028-03-27,Turbine Blade Set,Riverside Plant,538,100,154
2028-03-27,Turbine Blade Set,Rheinland Plant,545,100,64
2028-04-03,AquaFlow 100 Centrifugal Pump,Riverside Plant,450,75,0
2028-04-03,AquaFlow 100 Centrifugal Pump,Rheinland Plant,412,100,129
2028-04-03,AquaFlow 200 Centrifugal Pump,Riverside Plant,316,75,60
2028-04-03,AquaFlow 200 Centrifugal Pump,Rheinland Plant,13,100,114
2028-04-03,AquaFlow 350 Submersible Pump,Riverside Plant,50,50,42
2028-04-03,AquaFlow 350 Submersible Pump,Rheinland Plant,557,150,189
2028-04-03,AquaFlow 500 Booster Pump,Riverside Plant,417,50,178
2028-04-03,AquaFlow 500 Booster Pump,Rheinland Plant,30,100,7
2028-04-03,HelioGen 1000 Gas Turbine,Riverside Plant,213,150,47
2028-04-03,HelioGen 1000 Gas Turbine,Rheinland Plant,50,75,65
2028-04-03,HelioGen 2000 Gas Turbine,Riverside Plant,209,75,87
2028-04-03,HelioGen 2000 Gas Turbine,Rheinland Plant,219,100,23
2028-04-03,HelioGen 3000 Steam Turbine,Riverside Plant,536,50,153
2028-04-03,HelioGen 3000 Steam Turbine,Rheinland Plant,276,100,92
2028-04-03,FlowGuard 10 Control Valve,Riverside Plant,339,150,53
2028-04-03,FlowGuard 10 Control Valve,Rheinland Plant,379,75,33
2028-04-03,FlowGuard 25 Control Valve,Riverside Plant,502,150,159
2028-04-03,FlowGuard 25 Control Valve,Rheinland Plant,284,75,87
2028-04-03,FlowGuard 50 Safety Valve,Riverside Plant,220,75,104
2028-04-03,FlowGuard 50 Safety Valve,Rheinland Plant,93,150,146
2028-04-03,TorqueMax 15 Induction Motor,Riverside Plant,146,75,42
2028-04-03,TorqueMax 15 Induction Motor,Rheinland Plant,485,100,152
2028-04-03,TorqueMax 30 Induction Motor,Riverside Plant,517,75,78
2028-04-03,TorqueMax 30 Induction Motor,Rheinland Plant,372,75,38
2028-04-03,TorqueMax 60 Servo Motor,Riverside Plant,186,75,99
2028-04-03,TorqueMax 60 Servo Motor,Rheinland Plant,18,75,111
2028-04-03,SenseLine Temperature Sensor,Riverside Plant,462,150,144
2028-04-03,SenseLine Temperature Sensor,Rheinland Plant,450,75,106
2028-04-03,SenseLine Pressure Sensor,Riverside Plant,416,100,163
2028-04-03,SenseLine Pressure Sensor,Rheinland Plant,389,100,124
2028-04-03,SenseLine Vibration Sensor,Riverside Plant,551,50,92
2028-04-03,SenseLine Vibration Sensor,Rheinland Plant,76,50,40
2028-04-03,Pump Seal Kit,Riverside Plant,190,150,42
2028-04-03,Pump Seal Kit,Rheinland Plant,323,100,111
2028-04-03,Turbine Bearing Set,Riverside Plant,276,75,14
2028-04-03,Turbine Bearing Set,Rheinland Plant,527,75,85
2028-04-03,Pump Impeller,Riverside Plant,186,50,134
2028-04-03,Pump Impeller,Rheinland Plant,28,75,20
2028-04-03,Turbine Blade Set,Riverside Plant,415,150,85
2028-04-03,Turbine Blade Set,Rheinland Plant,180,50,47
2028-04-10,AquaFlow 100 Centrifugal Pump,Riverside Plant,493,50,151
2028-04-10,AquaFlow 100 Centrifugal Pump,Rheinland Plant,98,100,122
2028-04-10,AquaFlow 200 Centrifugal Pump,Riverside Plant,312,75,187
2028-04-10,AquaFlow 200 Centrifugal Pump,Rheinland Plant,144,50,17
2028-04-10,AquaFlow 350 Submersible Pump,Riverside Plant,487,150,196
2028-04-10,AquaFlow 350 Submersible Pump,Rheinland Plant,235,50,142
2028-04-10,AquaFlow 500 Booster Pump,Riverside Plant,574,75,166
2028-04-10,AquaFlow 500 Booster Pump,Rheinland Plant,63,100,119
2028-04-10,HelioGen 1000 Gas Turbine,Riverside Plant,261,100,33
2028-04-10,HelioGen 1000 Gas Turbine,Rheinland Plant,28,100,67
2028-04-10,HelioGen 2000 Gas Turbine,Riverside Plant,443,100,144
2028-04-10,HelioGen 2000 Gas Turbine,Rheinland Plant,8,150,46
2028-04-10,HelioGen 3000 Steam Turbine,Riverside Plant,331,75,2
2028-04-10,HelioGen 3000 Steam Turbine,Rheinland Plant,43,150,152
2028-04-10,FlowGuard 10 Control Valve,Riverside Plant,388,100,3
2028-04-10,FlowGuard 10 Control Valve,Rheinland Plant,336,50,69
