PO_Number,Date,VendorName,Plant,Qty,UnitCost,Amount,PromisedDays,ActualDays,OnTime
509151,2028-07-29,FastenRight Supply,Riverside Plant,210,420.39,88281.9,26,29,False
509152,2028-07-29,ElectroParts Co,Riverside Plant,656,211.23,138566.88,13,13,True
509153,2028-07-29,CopperLine Metals,Riverside Plant,753,196.73,148137.69,16,26,False
509154,2028-07-30,Siemens Industrial,Riverside Plant,630,139.18,87683.4,12,18,False
509155,2028-07-30,Siemens Industrial,Rheinland Plant,137,42.02,5756.74,19,22,False
509156,2028-07-30,Siemens Industrial,Riverside Plant,514,162.77,83663.78,10,13,False
509157,2028-07-30,BearingWorks Ltd,Riverside Plant,147,407.02,59831.94,16,22,False
509158,2028-07-30,ElectroParts Co,Riverside Plant,779,107.33,83610.07,26,28,False
509159,2028-07-31,CopperLine Metals,Riverside Plant,608,238.96,145287.68,4,5,False
509160,2028-07-31,FastenRight Supply,Rheinland Plant,817,261.53,213670.01,9,16,False
509161,2028-07-31,FastenRight Supply,Rheinland Plant,564,350.43,197642.52,27,35,False
509162,2028-07-31,Honeywell Sensing,Riverside Plant,288,319.9,92131.2,21,24,False
509163,2028-07-31,Honeywell Sensing,Riverside Plant,221,402.22,88890.62,17,20,False
509164,2028-07-31,SealTech Polymers,Rheinland Plant,69,458.56,31640.64,14,13,True
509165,2028-08-01,NordSteel AG,Riverside Plant,436,337.85,147302.6,7,8,False
509166,2028-08-01,BearingWorks Ltd,Rheinland Plant,393,11.02,4330.86,15,17,False
509167,2028-08-01,PrecisionCast Foundry,Riverside Plant,296,324.12,95939.52,3,13,False
509168,2028-08-02,FastenRight Supply,Rheinland Plant,360,264.55,95238.0,20,22,False
509169,2028-08-02,FastenRight Supply,Rheinland Plant,181,495.26,89642.06,22,27,False
509170,2028-08-02,CopperLine Metals,Riverside Plant,940,252.93,237754.2,25,28,False
509171,2028-08-02,FastenRight Supply,Rheinland Plant,698,126.2,88087.6,26,30,False
509172,2028-08-02,Siemens Industrial,Riverside Plant,65,52.78,3430.7,3,7,False
509173,2028-08-02,PrecisionCast Foundry,Rheinland Plant,676,371.63,251221.88,20,21,False
509174,2028-08-02,FastenRight Supply,Rheinland Plant,844,45.7,38570.8,20,23,False
509175,2028-08-03,FastenRight Supply,Rheinland Plant,540,281.05,151767.0,15,14,True
509176,2028-08-03,NordSteel AG,Riverside Plant,877,356.54,312685.58,24,27,False
509177,2028-08-03,BearingWorks Ltd,Rheinland Plant,410,472.46,193708.6,4,11,False
509178,2028-08-04,NordSteel AG,Riverside Plant,724,242.29,175417.96,28,29,False
509179,2028-08-04,PrecisionCast Foundry,Rheinland Plant,126,113.66,14321.16,4,2,True
509180,2028-08-04,Honeywell Sensing,Riverside Plant,57,184.48,10515.36,28,36,False
509181,2028-08-04,BearingWorks Ltd,Rheinland Plant,417,271.36,113157.12,29,28,True
509182,2028-08-04,SealTech Polymers,Rheinland Plant,866,370.58,320922.28,19,24,False
509183,2028-08-04,PrecisionCast Foundry,Rheinland Plant,308,429.1,132162.8,27,26,True
509184,2028-08-04,Honeywell Sensing,Rheinland Plant,502,67.7,33985.4,19,22,False
509185,2028-08-05,Honeywell Sensing,Rheinland Plant,570,359.64,204994.8,28,36,False
509186,2028-08-05,Siemens Industrial,Riverside Plant,281,235.35,66133.35,8,18,False
509187,2028-08-05,CopperLine Metals,Rheinland Plant,172,45.94,7901.68,4,15,False
509188,2028-08-05,BearingWorks Ltd,Rheinland Plant,988,469.76,464122.88,9,17,False
509189,2028-08-06,SealTech Polymers,Riverside Plant,213,370.39,78893.07,3,5,False
509190,2028-08-06,BearingWorks Ltd,Rheinland Plant,476,226.7,107909.2,24,29,False
509191,2028-08-06,CopperLine Metals,Riverside Plant,784,248.41,194753.44,9,20,False
509192,2028-08-06,CopperLine Metals,Rheinland Plant,699,197.33,137933.67,7,11,False
509193,2028-08-06,NordSteel AG,Riverside Plant,394,328.82,129555.08,25,26,False
509194,2028-08-06,FastenRight Supply,Riverside Plant,583,107.99,62958.17,8,7,True
509195,2028-08-06,Siemens Industrial,Rheinland Plant,261,51.42,13420.62,21,27,False
509196,2028-08-07,BearingWorks Ltd,Rheinland Plant,900,105.71,95139.0,7,7,True
509197,2028-08-07,NordSteel AG,Riverside Plant,225,102.77,23123.25,20,27,False
509198,2028-08-07,GE Power Systems,Rheinland Plant,555,12.34,6848.7,24,33,False
509199,2028-08-07,GE Power Systems,Rheinland Plant,780,350.48,273374.4,5,3,True
509200,2028-08-07,NordSteel AG,Rheinland Plant,688,195.25,134332.0,23,30,False
509201,2028-08-07,CopperLine Metals,Rheinland Plant,275,367.14,100963.5,22,22,True
509202,2028-08-08,CopperLine Metals,Rheinland Plant,900,160.34,144306.0,28,33,False
509203,2028-08-08,Siemens Industrial,Rheinland Plant,487,24.81,12082.47,16,27,False
509204,2028-08-08,BearingWorks Ltd,Rheinland Plant,624,39.22,24473.28,10,16,False
509205,2028-08-08,SealTech Polymers,Riverside Plant,986,159.54,157306.44,22,30,False
509206,2028-08-08,CopperLine Metals,Rheinland Plant,346,249.4,86292.4,3,14,False
509207,2028-08-08,PrecisionCast Foundry,Rheinland Plant,651,226.28,147308.28,12,14,False
509208,2028-08-09,PrecisionCast Foundry,Rheinland Plant,269,454.86,122357.34,18,25,False
509209,2028-08-09,FastenRight Supply,Rheinland Plant,296,225.81,66839.76,8,12,False
509210,2028-08-09,FastenRight Supply,Rheinland Plant,81,58.46,4735.26,21,25,False
509211,2028-08-09,Siemens Industrial,Rheinland Plant,308,352.44,108551.52,21,30,False
509212,2028-08-09,ElectroParts Co,Riverside Plant,75,483.68,36276.0,15,18,False
509213,2028-08-09,Siemens Industrial,Rheinland Plant,692,110.58,76521.36,9,16,False
509214,2028-08-09,BearingWorks Ltd,Riverside Plant,260,198.76,51677.6,15,14,True
509215,2028-08-09,ElectroParts Co,Riverside Plant,320,214.55,68656.0,11,22,False
509216,2028-08-10,PrecisionCast Foundry,Rheinland Plant,146,31.81,4644.26,26,37,False
509217,2028-08-10,NordSteel AG,Riverside Plant,288,24.39,7024.32,7,10,False
509218,2028-08-10,FastenRight Supply,Rheinland Plant,972,216.67,210603.24,25,34,False
509219,2028-08-10,ElectroParts Co,Riverside Plant,130,16.69,2169.7,5,7,False
509220,2028-08-10,SealTech Polymers,Rheinland Plant,460,104.67,48148.2,4,11,False
509221,2028-08-10,PrecisionCast Foundry,Riverside Plant,672,139.12,93488.64,22,24,False
509222,2028-08-10,BearingWorks Ltd,Rheinland Plant,60,400.82,24049.2,23,31,False
509223,2028-08-10,CopperLine Metals,Riverside Plant,530,142.68,75620.4,4,12,False
509224,2028-08-10,Honeywell Sensing,Riverside Plant,479,385.46,184635.34,29,27,True
509225,2028-08-10,BearingWorks Ltd,Rheinland Plant,832,195.58,162722.56,24,31,False
509226,2028-08-10,GE Power Systems,Riverside Plant,109,145.42,15850.78,22,33,False
509227,2028-08-10,NordSteel AG,Rheinland Plant,93,97.26,9045.18,22,20,True
509228,2028-08-11,CopperLine Metals,Rheinland Plant,703,35.03,24626.09,26,30,False
509229,2028-08-11,FastenRight Supply,Rheinland Plant,478,246.39,117774.42,7,18,False
509230,2028-08-11,FastenRight Supply,Rheinland Plant,328,147.23,48291.44,9,17,False
509231,2028-08-11,PrecisionCast Foundry,Rheinland Plant,502,313.89,157572.78,27,27,True
509232,2028-08-12,SealTech Polymers,Rheinland Plant,334,152.97,51091.98,12,23,False
509233,2028-08-13,GE Power Systems,Riverside Plant,762,427.66,325876.92,18,20,False
509234,2028-08-13,BearingWorks Ltd,Riverside Plant,670,274.29,183774.3,3,3,True
509235,2028-08-13,GE Power Systems,Riverside Plant,601,9.83,5907.83,24,31,False
509236,2028-08-14,ElectroParts Co,Rheinland Plant,846,227.38,192363.48,18,19,False
509237,2028-08-14,ElectroParts Co,Rheinland Plant,23,89.93,2068.39,21,25,False
509238,2028-08-14,BearingWorks Ltd,Rheinland Plant,516,492.81,254289.96,22,20,True
509239,2028-08-14,PrecisionCast Foundry,Rheinland Plant,565,465.97,263273.05,26,24,True
509240,2028-08-14,CopperLine Metals,Riverside Plant,799,368.95,294791.05,5,6,False
509241,2028-08-14,GE Power Systems,Rheinland Plant,695,383.48,266518.6,21,24,False
509242,2028-08-14,GE Power Systems,Rheinland Plant,710,7.51,5332.1,10,11,False
509243,2028-08-14,PrecisionCast Foundry,Rheinland Plant,934,33.94,31699.96,26,31,False
509244,2028-08-15,Siemens Industrial,Riverside Plant,383,399.26,152916.58,28,26,True
509245,2028-08-15,BearingWorks Ltd,Riverside Plant,174,413.75,71992.5,5,8,False
509246,2028-08-15,ElectroParts Co,Riverside Plant,98,8.51,833.98,3,13,False
509247,2028-08-15,GE Power Systems,Riverside Plant,647,332.16,214907.52,12,15,False
509248,2028-08-15,BearingWorks Ltd,Riverside Plant,291,45.59,13266.69,11,20,False
509249,2028-08-16,FastenRight Supply,Rheinland Plant,337,199.89,67362.93,7,13,False
509250,2028-08-16,ElectroParts Co,Rheinland Plant,618,343.94,212554.92,21,25,False
509251,2028-08-16,ElectroParts Co,Riverside Plant,849,56.04,47577.96,13,20,False
509252,2028-08-16,FastenRight Supply,Rheinland Plant,487,63.45,30900.15,8,19,False
509253,2028-08-17,PrecisionCast Foundry,Rheinland Plant,133,153.33,20392.89,10,11,False
509254,2028-08-17,Siemens Industrial,Riverside Plant,420,273.93,115050.6,19,27,False
509255,2028-08-17,NordSteel AG,Riverside Plant,596,332.51,198175.96,23,25,False
509256,2028-08-17,Honeywell Sensing,Riverside Plant,164,26.35,4321.4,3,12,False
509257,2028-08-17,Honeywell Sensing,Riverside Plant,62,182.15,11293.3,3,1,True
509258,2028-08-18,FastenRight Supply,Riverside Plant,151,326.12,49244.12,27,29,False
509259,2028-08-18,SealTech Polymers,Riverside Plant,133,73.69,9800.77,29,37,False
509260,2028-08-18,NordSteel AG,Rheinland Plant,19,392.09,7449.71,25,36,False
509261,2028-08-18,SealTech Polymers,Rheinland Plant,707,204.64,144680.48,4,4,True
509262,2028-08-18,CopperLine Metals,Riverside Plant,916,34.77,31849.32,10,20,False
509263,2028-08-18,FastenRight Supply,Rheinland Plant,597,470.11,280655.67,5,16,False
509264,2028-08-19,Siemens Industrial,Riverside Plant,811,460.71,373635.81,15,22,False
509265,2028-08-19,NordSteel AG,Rheinland Plant,244,64.49,15735.56,19,27,False
509266,2028-08-19,ElectroParts Co,Rheinland Plant,506,52.17,26398.02,21,25,False
509267,2028-08-19,Siemens Industrial,Rheinland Plant,411,330.15,135691.65,21,26,False
509268,2028-08-19,SealTech Polymers,Riverside Plant,124,30.62,3796.88,12,15,False
509269,2028-08-19,FastenRight Supply,Rheinland Plant,813,233.99,190233.87,17,22,False
509270,2028-08-19,GE Power Systems,Riverside Plant,48,5.61,269.28,8,12,False
509271,2028-08-19,BearingWorks Ltd,Riverside Plant,699,78.67,54990.33,19,19,True
509272,2028-08-19,FastenRight Supply,Rheinland Plant,75,233.5,17512.5,23,27,False
509273,2028-08-20,Siemens Industrial,Riverside Plant,48,181.32,8703.36,27,33,False
509274,2028-08-20,FastenRight Supply,Rheinland Plant,517,195.12,100877.04,25,36,False
509275,2028-08-20,Honeywell Sensing,Riverside Plant,360,55.2,19872.0,16,25,False
509276,2028-08-20,SealTech Polymers,Rheinland Plant,974,146.06,142262.44,19,21,False
509277,2028-08-20,Honeywell Sensing,Rheinland Plant,142,198.2,28144.4,24,30,False
509278,2028-08-21,PrecisionCast Foundry,Rheinland Plant,157,91.79,14411.03,20,24,False
509279,2028-08-21,FastenRight Supply,Rheinland Plant,327,421.38,137791.26,28,36,False
509280,2028-08-21,CopperLine Metals,Riverside Plant,288,33.48,9642.24,8,12,False
509281,2028-08-21,SealTech Polymers,Riverside Plant,43,52.82,2271.26,6,16,False
509282,2028-08-21,SealTech Polymers,Riverside Plant,819,239.08,195806.52,20,19,True
509283,2028-08-21,SealTech Polymers,Rheinland Plant,705,206.65,145688.25,24,29,False
509284,2028-08-21,NordSteel AG,Riverside Plant,899,195.92,176132.08,26,32,False
509285,2028-08-21,PrecisionCast Foundry,Riverside Plant,989,412.2,407665.8,26,30,False
509286,2028-08-21,CopperLine Metals,Riverside Plant,786,288.14,226478.04,28,30,False
509287,2028-08-21,FastenRight Supply,Rheinland Plant,604,122.94,74255.76,3,9,False
509288,2028-08-21,Honeywell Sensing,Riverside Plant,180,153.0,27540.0,13,16,False
509289,2028-08-21,CopperLine Metals,Riverside Plant,701,194.54,136372.54,20,19,True
509290,2028-08-22,ElectroParts Co,Rheinland Plant,541,469.48,253988.68,20,29,False
509291,2028-08-23,FastenRight Supply,Riverside Plant,103,315.88,32535.64,6,5,True
509292,2028-08-23,PrecisionCast Foundry,Rheinland Plant,58,57.75,3349.5,26,25,True
509293,2028-08-24,GE Power Systems,Rheinland Plant,786,451.15,354603.9,8,7,True
509294,2028-08-24,Honeywell Sensing,Riverside Plant,788,263.58,207701.04,7,14,False
509295,2028-08-24,ElectroParts Co,Riverside Plant,52,445.06,23143.12,9,12,False
509296,2028-08-24,GE Power Systems,Rheinland Plant,662,376.73,249395.26,9,12,False
509297,2028-08-24,FastenRight Supply,Riverside Plant,320,98.13,31401.6,4,4,True
509298,2028-08-24,FastenRight Supply,Rheinland Plant,169,226.58,38292.02,4,14,False
509299,2028-08-24,ElectroParts Co,Rheinland Plant,748,230.87,172690.76,27,37,False
509300,2028-08-24,PrecisionCast Foundry,Rheinland Plant,403,104.2,41992.6,24,22,True
509301,2028-08-24,NordSteel AG,Riverside Plant,686,163.29,112016.94,27,37,False
509302,2028-08-24,BearingWorks Ltd,Riverside Plant,860,467.15,401749.0,11,22,False
509303,2028-08-25,GE Power Systems,Rheinland Plant,696,418.75,291450.0,25,25,True
509304,2028-08-25,ElectroParts Co,Riverside Plant,712,438.16,311969.92,14,21,False
509305,2028-08-25,BearingWorks Ltd,Rheinland Plant,51,401.0,20451.0,12,10,True
509306,2028-08-25,GE Power Systems,Riverside Plant,526,77.77,40907.02,10,14,False
509307,2028-08-26,ElectroParts Co,Rheinland Plant,112,350.68,39276.16,14,13,True
509308,2028-08-26,NordSteel AG,Rheinland Plant,454,178.31,80952.74,22,27,False
509309,2028-08-26,Siemens Industrial,Riverside Plant,105,322.0,33810.0,16,14,True
509310,2028-08-26,Siemens Industrial,Rheinland Plant,924,423.7,391498.8,5,7,False
509311,2028-08-26,CopperLine Metals,Rheinland Plant,527,241.39,127212.53,18,16,True
509312,2028-08-26,NordSteel AG,Rheinland Plant,415,262.7,109020.5,7,6,True
509313,2028-08-26,NordSteel AG,Riverside Plant,179,171.86,30762.94,3,8,False
509314,2028-08-27,GE Power Systems,Rheinland Plant,544,242.21,131762.24,22,26,False
509315,2028-08-27,Siemens Industrial,Riverside Plant,619,22.07,13661.33,25,32,False
509316,2028-08-27,GE Power Systems,Rheinland Plant,11,110.3,1213.3,6,11,False
509317,2028-08-27,CopperLine Metals,Riverside Plant,92,425.51,39146.92,28,29,False
509318,2028-08-27,Honeywell Sensing,Riverside Plant,60,18.59,1115.4,16,20,False
509319,2028-08-28,FastenRight Supply,Rheinland Plant,769,218.18,167780.42,14,20,False
509320,2028-08-28,CopperLine Metals,Rheinland Plant,354,457.46,161940.84,14,18,False
509321,2028-08-28,Honeywell Sensing,Riverside Plant,168,116.56,19582.08,19,30,False
509322,2028-08-28,CopperLine Metals,Rheinland Plant,747,345.31,257946.57,12,19,False
509323,2028-08-28,Honeywell Sensing,Rheinland Plant,765,85.59,65476.35,7,10,False
509324,2028-08-28,GE Power Systems,Riverside Plant,217,282.15,61226.55,29,36,False
509325,2028-08-28,GE Power Systems,Rheinland Plant,251,337.04,84597.04,4,14,False
509326,2028-08-28,FastenRight Supply,Riverside Plant,256,359.63,92065.28,17,19,False
509327,2028-08-28,Siemens Industrial,Riverside Plant,725,120.26,87188.5,13,15,False
509328,2028-08-28,NordSteel AG,Riverside Plant,368,111.65,41087.2,18,17,True
509329,2028-08-28,BearingWorks Ltd,Rheinland Plant,935,54.94,51368.9,17,20,False
509330,2028-08-29,CopperLine Metals,Riverside Plant,665,89.77,59697.05,13,18,False
509331,2028-08-29,NordSteel AG,Riverside Plant,944,194.88,183966.72,29,35,False
509332,2028-08-29,PrecisionCast Foundry,Rheinland Plant,767,142.46,109266.82,24,34,False
509333,2028-08-29,SealTech Polymers,Rheinland Plant,212,377.08,79940.96,26,35,False
509334,2028-08-29,CopperLine Metals,Rheinland Plant,639,474.4,303141.6,17,16,True
509335,2028-08-29,Honeywell Sensing,Riverside Plant,425,287.99,122395.75,15,25,False
509336,2028-08-30,NordSteel AG,Riverside Plant,364,10.88,3960.32,11,12,False
509337,2028-08-30,NordSteel AG,Riverside Plant,787,159.0,125133.0,11,11,True
509338,2028-08-30,GE Power Systems,Rheinland Plant,102,316.11,32243.22,7,9,False
509339,2028-08-30,BearingWorks Ltd,Riverside Plant,718,498.51,357930.18,13,19,False
509340,2028-08-30,GE Power Systems,Riverside Plant,136,10.73,1459.28,5,13,False
509341,2028-08-31,Honeywell Sensing,Riverside Plant,957,237.52,227306.64,4,10,False
509342,2028-08-31,NordSteel AG,Riverside Plant,481,123.95,59619.95,25,26,False
509343,2028-08-31,ElectroParts Co,Rheinland Plant,765,394.85,302060.25,29,37,False
509344,2028-08-31,BearingWorks Ltd,Riverside Plant,695,369.14,256552.3,24,25,False
509345,2028-08-31,NordSteel AG,Riverside Plant,641,218.26,139904.66,27,37,False
509346,2028-08-31,FastenRight Supply,Riverside Plant,31,31.09,963.79,10,10,True
509347,2028-08-31,GE Power Systems,Riverside Plant,153,370.5,56686.5,7,6,True
509348,2028-09-01,SealTech Polymers,Riverside Plant,254,335.97,85336.38,15,21,False
509349,2028-09-01,GE Power Systems,Riverside Plant,580,185.83,107781.4,3,2,True
509350,2028-09-01,CopperLine Metals,Riverside Plant,180,164.59,29626.2,7,13,False
509351,2028-09-01,Siemens Industrial,Riverside Plant,235,339.21,79714.35,14,22,False
509352,2028-09-01,Honeywell Sensing,Rheinland Plant,135,165.62,22358.7,15,19,False
509353,2028-09-02,ElectroParts Co,Rheinland Plant,346,485.71,168055.66,28,34,False
509354,2028-09-02,Siemens Industrial,Riverside Plant,238,340.22,80972.36,28,38,False
509355,2028-09-02,CopperLine Metals,Riverside Plant,112,418.26,46845.12,25,34,False
509356,2028-09-02,Siemens Industrial,Rheinland Plant,976,10.66,10404.16,7,12,False
509357,2028-09-03,GE Power Systems,Rheinland Plant,696,366.25,254910.0,24,34,False
509358,2028-09-04,CopperLine Metals,Riverside Plant,575,186.75,107381.25,22,28,False
509359,2028-09-04,GE Power Systems,Rheinland Plant,693,122.28,84740.04,16,17,False
509360,2028-09-04,CopperLine Metals,Rheinland Plant,685,273.4,187279.0,29,36,False
509361,2028-09-04,CopperLine Metals,Riverside Plant,573,422.74,242230.02,7,12,False
509362,2028-09-04,PrecisionCast Foundry,Rheinland Plant,483,381.39,184211.37,6,8,False
509363,2028-09-05,SealTech Polymers,Riverside Plant,767,168.06,128902.02,5,6,False
509364,2028-09-05,CopperLine Metals,Rheinland Plant,646,188.68,121887.28,8,17,False
509365,2028-09-05,PrecisionCast Foundry,Riverside Plant,567,492.79,279411.93,19,18,True
509366,2028-09-05,Siemens Industrial,Rheinland Plant,569,168.96,96138.24,25,27,False
509367,2028-09-05,GE Power Systems,Riverside Plant,583,341.59,199146.97,12,18,False
509368,2028-09-05,CopperLine Metals,Riverside Plant,491,469.17,230362.47,5,5,True
509369,2028-09-05,BearingWorks Ltd,Rheinland Plant,254,297.71,75618.34,10,11,False
509370,2028-09-05,ElectroParts Co,Riverside Plant,352,49.87,17554.24,20,20,True
509371,2028-09-05,SealTech Polymers,Rheinland Plant,659,23.98,15802.82,25,32,False
509372,2028-09-06,Siemens Industrial,Rheinland Plant,225,344.25,77456.25,20,30,False
509373,2028-09-06,Honeywell Sensing,Riverside Plant,456,94.95,43297.2,17,20,False
509374,2028-09-06,Siemens Industrial,Rheinland Plant,649,224.95,145992.55,14,20,False
509375,2028-09-06,FastenRight Supply,Rheinland Plant,726,177.5,128865.0,23,23,True
509376,2028-09-06,ElectroParts Co,Rheinland Plant,310,313.28,97116.8,24,27,False
509377,2028-09-07,CopperLine Metals,Rheinland Plant,90,178.26,16043.4,13,13,True
509378,2028-09-07,FastenRight Supply,Rheinland Plant,269,285.01,76667.69,17,21,False
509379,2028-09-07,SealTech Polymers,Rheinland Plant,231,464.24,107239.44,5,15,False
509380,2028-09-07,FastenRight Supply,Rheinland Plant,207,52.47,10861.29,16,18,False
509381,2028-09-08,NordSteel AG,Riverside Plant,718,188.86,135601.48,13,13,True
509382,2028-09-08,Honeywell Sensing,Riverside Plant,523,86.63,45307.49,24,33,False
509383,2028-09-08,Honeywell Sensing,Rheinland Plant,755,23.49,17734.95,3,12,False
509384,2028-09-08,CopperLine Metals,Rheinland Plant,659,364.17,239988.03,20,26,False
509385,2028-09-08,GE Power Systems,Rheinland Plant,845,81.04,68478.8,22,28,False
509386,2028-09-08,Honeywell Sensing,Rheinland Plant,750,277.96,208470.0,10,20,False
509387,2028-09-08,Siemens Industrial,Rheinland Plant,187,237.92,44491.04,12,17,False
509388,2028-09-08,ElectroParts Co,Riverside Plant,677,336.13,227560.01,25,26,False
509389,2028-09-08,BearingWorks Ltd,Riverside Plant,631,451.07,284625.17,29,40,False
509390,2028-09-08,NordSteel AG,Rheinland Plant,744,356.2,265012.8,16,17,False
509391,2028-09-08,ElectroParts Co,Rheinland Plant,965,164.34,158588.1,14,24,False
509392,2028-09-08,CopperLine Metals,Rheinland Plant,779,43.02,33512.58,22,20,True
509393,2028-09-08,CopperLine Metals,Rheinland Plant,940,156.06,146696.4,17,19,False
509394,2028-09-09,CopperLine Metals,Rheinland Plant,694,73.74,51175.56,29,33,False
509395,2028-09-09,Siemens Industrial,Riverside Plant,829,320.05,265321.45,18,17,True
509396,2028-09-09,Honeywell Sensing,Rheinland Plant,321,306.89,98511.69,4,3,True
509397,2028-09-09,Siemens Industrial,Rheinland Plant,952,94.31,89783.12,25,33,False
509398,2028-09-09,Honeywell Sensing,Riverside Plant,539,321.31,173186.09,29,36,False
509399,2028-09-09,SealTech Polymers,Rheinland Plant,692,54.92,38004.64,8,19,False
509400,2028-09-09,CopperLine Metals,Riverside Plant,539,189.88,102345.32,14,20,False
509401,2028-09-09,SealTech Polymers,Riverside Plant,380,235.64,89543.2,12,23,False
509402,2028-09-09,ElectroParts Co,Rheinland Plant,532,452.83,240905.56,27,37,False
509403,2028-09-10,BearingWorks Ltd,Rheinland Plant,885,280.58,248313.3,17,21,False
509404,2028-09-10,Siemens Industrial,Rheinland Plant,346,70.91,24534.86,25,32,False
509405,2028-09-10,ElectroParts Co,Rheinland Plant,942,484.97,456841.74,19,30,False
509406,2028-09-10,Honeywell Sensing,Rheinland Plant,720,199.97,143978.4,13,13,True
509407,2028-09-10,CopperLine Metals,Rheinland Plant,28,237.39,6646.92,14,18,False
509408,2028-09-10,FastenRight Supply,Riverside Plant,430,451.25,194037.5,17,28,False
509409,2028-09-11,PrecisionCast Foundry,Riverside Plant,743,346.85,257709.55,17,21,False
509410,2028-09-11,NordSteel AG,Rheinland Plant,242,115.42,27931.64,4,9,False
509411,2028-09-11,CopperLine Metals,Riverside Plant,154,174.82,26922.28,19,24,False
509412,2028-09-11,ElectroParts Co,Rheinland Plant,72,487.09,35070.48,11,13,False
509413,2028-09-11,Siemens Industrial,Riverside Plant,372,325.08,120929.76,6,15,False
509414,2028-09-11,CopperLine Metals,Riverside Plant,637,104.48,66553.76,10,10,True
509415,2028-09-11,GE Power Systems,Riverside Plant,274,77.02,21103.48,18,17,True
509416,2028-09-11,ElectroParts Co,Rheinland Plant,196,8.93,1750.28,15,22,False
509417,2028-09-11,Honeywell Sensing,Rheinland Plant,786,10.26,8064.36,5,11,False
509418,2028-09-11,BearingWorks Ltd,Riverside Plant,825,424.57,350270.25,28,33,False
509419,2028-09-11,NordSteel AG,Riverside Plant,560,165.79,92842.4,5,8,False
509420,2028-09-11,FastenRight Supply,Rheinland Plant,188,443.7,83415.6,20,26,False
509421,2028-09-12,CopperLine Metals,Riverside Plant,940,150.24,141225.6,5,11,False
509422,2028-09-12,GE Power Systems,Rheinland Plant,93,437.57,40694.01,20,26,False
509423,2028-09-12,ElectroParts Co,Riverside Plant,10,79.38,793.8,15,19,False
509424,2028-09-12,GE Power Systems,Rheinland Plant,714,310.25,221518.5,17,24,False
509425,2028-09-12,FastenRight Supply,Riverside Plant,793,102.54,81314.22,6,16,False
509426,2028-09-13,NordSteel AG,Rheinland Plant,862,302.62,260858.44,13,21,False
509427,2028-09-13,FastenRight Supply,Rheinland Plant,934,74.08,69190.72,8,12,False
509428,2028-09-13,ElectroParts Co,Riverside Plant,467,182.88,85404.96,5,14,False
509429,2028-09-14,CopperLine Metals,Riverside Plant,134,42.76,5729.84,27,32,False
509430,2028-09-14,SealTech Polymers,Riverside Plant,333,138.49,46117.17,7,13,False
509431,2028-09-14,FastenRight Supply,Riverside Plant,463,357.06,165318.78,14,23,False
509432,2028-09-14,Honeywell Sensing,Riverside Plant,751,383.41,287940.91,12,17,False
509433,2028-09-14,NordSteel AG,Riverside Plant,727,276.98,201364.46,24,24,True
509434,2028-09-15,PrecisionCast Foundry,Rheinland Plant,356,28.62,10188.72,19,27,False
509435,2028-09-15,GE Power Systems,Rheinland Plant,37,89.9,3326.3,22,29,False
509436,2028-09-15,NordSteel AG,Rheinland Plant,910,206.35,187778.5,4,14,False
509437,2028-09-15,ElectroParts Co,Riverside Plant,787,395.76,311463.12,11,20,False
509438,2028-09-16,FastenRight Supply,Rheinland Plant,230,47.87,11010.1,27,35,False
509439,2028-09-16,Siemens Industrial,Riverside Plant,37,451.55,16707.35,15,23,False
509440,2028-09-16,BearingWorks Ltd,Riverside Plant,540,185.81,100337.4,27,33,False
509441,2028-09-16,Siemens Industrial,Riverside Plant,607,415.4,252147.8,24,27,False
509442,2028-09-16,BearingWorks Ltd,Rheinland Plant,654,489.43,320087.22,29,30,False
509443,2028-09-16,Honeywell Sensing,Riverside Plant,72,377.18,27156.96,29,39,False
509444,2028-09-16,CopperLine Metals,Rheinland Plant,413,52.36,21624.68,16,24,False
509445,2028-09-16,Honeywell Sensing,Riverside Plant,142,221.52,31455.84,3,3,True
509446,2028-09-17,Siemens Industrial,Rheinland Plant,395,112.23,44330.85,5,8,False
509447,2028-09-17,BearingWorks Ltd,Rheinland Plant,706,277.82,196140.92,27,32,False
509448,2028-09-17,FastenRight Supply,Riverside Plant,881,11.26,9920.06,21,31,False
509449,2028-09-17,PrecisionCast Foundry,Rheinland Plant,783,408.28,319683.24,20,23,False
509450,2028-09-17,FastenRight Supply,Riverside Plant,310,400.25,124077.5,23,33,False
509451,2028-09-17,BearingWorks Ltd,Rheinland Plant,741,96.18,71269.38,18,20,False
509452,2028-09-17,CopperLine Metals,Rheinland Plant,891,111.57,99408.87,22,23,False
509453,2028-09-17,NordSteel AG,Riverside Plant,253,203.3,51434.9,22,25,False
509454,2028-09-18,SealTech Polymers,Rheinland Plant,347,40.97,14216.59,3,8,False
509455,2028-09-18,BearingWorks Ltd,Rheinland Plant,541,437.39,236627.99,14,20,False
509456,2028-09-18,BearingWorks Ltd,Rheinland Plant,347,45.26,15705.22,14,18,False
509457,2028-09-18,NordSteel AG,Rheinland Plant,948,405.37,384290.76,5,3,True
509458,2028-09-18,BearingWorks Ltd,Riverside Plant,266,319.53,84994.98,22,20,True
509459,2028-09-18,FastenRight Supply,Riverside Plant,436,392.63,171186.68,15,15,True
509460,2028-09-19,GE Power Systems,Rheinland Plant,644,136.64,87996.16,14,15,False
509461,2028-09-19,NordSteel AG,Riverside Plant,38,173.6,6596.8,27,35,False
